timestamp,time,underlying_price,strike,type,bid_px,ask_px,trade_px,OI,delta,volatility,gamma,theta,vega,days_to_expiry,intrinsic_value,time_value,days_to_expiry
1567575660100000000,11:11:00.100000000,2685388.1759,2860000.0000,call,180.0000,190.0000,190.0000,63100.0000,0.0000,0.4566,0.0000,-6.6000,33.7231,1.1801,0.0000,190.0000,1.1801
1567575660100000000,11:11:00.100000000,2685388.1759,2870000.0000,call,170.0000,185.0000,170.0000,51780.0000,0.0000,0.4765,0.0000,-6.5000,31.5557,1.1800,0.0000,170.0000,1.1800
1567575660100000000,11:11:00.100000000,2685388.1759,2880000.0000,call,115.0000,125.0000,120.0000,49160.0000,0.0000,0.4768,0.0000,-4.7000,22.9976,1.1800,0.0000,120.0000,1.1800
1567575660100000000,11:11:00.100000000,2685388.1759,2890000.0000,call,150.0000,165.0000,165.0000,34880.0000,0.0000,0.5130,0.0000,-6.0000,27.0195,1.1800,0.0000,165.0000,1.1800
1567575660100000000,11:11:00.100000000,2685388.1759,2900000.0000,call,140.0000,145.0000,145.0000,197680.0000,0.0000,0.5284,0.0000,-5.5000,24.3415,1.1799,0.0000,145.0000,1.1799
1567575660100000000,11:11:00.100000000,2685388.1759,2910000.0000,call,150.0000,155.0000,150.0000,8580.0000,0.0000,0.5534,0.0000,-5.9000,24.7797,1.1802,0.0000,150.0000,1.1802
1567575660100000000,11:11:00.100000000,2685388.1759,2920000.0000,call,150.0000,165.0000,155.0000,8700.0000,0.0000,0.5764,0.0000,-6.1000,24.6187,1.1802,0.0000,155.0000,1.1802
1567575720100000000,11:12:00.100000000,2686772.0690,2520000.0000,call,164710.0000,170510.0000,172725.0000,20.0000,0.9800,0.5098,0.0000,-15.0000,50.3686,1.1792,166772.0690,5952.9310,1.1792
1567575720100000000,11:12:00.100000000,2686772.0690,2520000.0000,put,180.0000,280.0000,280.0000,40.0000,-0.0100,0.4826,0.0000,-7.8000,37.8867,1.1793,0.0000,280.0000,1.1793
1567575720100000000,11:12:00.100000000,2686772.0690,2530000.0000,put,270.0000,300.0000,290.0000,4480.0000,-0.0200,0.4693,0.0000,-9.1000,45.8467,1.1792,0.0000,290.0000,1.1792
1567575720100000000,11:12:00.100000000,2686772.0690,2540000.0000,call,141550.0000,151565.0000,150195.0000,40.0000,1.0000,0.0001,0.0000,-4.2000,0.0000,1.1792,146772.0690,3422.9310,1.1792
1567575720100000000,11:12:00.100000000,2686772.0690,2540000.0000,put,295.0000,310.0000,300.0000,110820.0000,-0.0200,0.4460,0.0000,-9.4000,49.9865,1.1792,0.0000,300.0000,1.1792
1567575720100000000,11:12:00.100000000,2686772.0690,2550000.0000,call,134710.0000,140510.0000,141625.0000,20.0000,0.9800,0.4265,0.0001,-14.5000,57.1409,1.1792,136772.0690,4852.9310,1.1792
1567575720100000000,11:12:00.100000000,2686772.0690,2550000.0000,put,340.0000,345.0000,345.0000,124960.0000,-0.0200,0.4262,0.0001,-10.3000,57.0070,1.1792,0.0000,345.0000,1.1792
1567575720100000000,11:12:00.100000000,2686772.0690,2560000.0000,put,375.0000,385.0000,395.0000,48620.0000,-0.0200,0.4047,0.0001,-11.0000,64.2518,1.1792,0.0000,395.0000,1.1792
1567575720100000000,11:12:00.100000000,2686772.0690,2570000.0000,put,450.0000,455.0000,465.0000,57560.0000,-0.0300,0.3868,0.0001,-12.4000,75.9146,1.1792,0.0000,465.0000,1.1792
1567575720100000000,11:12:00.100000000,2686772.0690,2580000.0000,put,570.0000,580.0000,585.0000,72360.0000,-0.0300,0.3722,0.0001,-14.7000,93.3791,1.1792,0.0000,585.0000,1.1792
1567575720100000000,11:12:00.100000000,2686772.0690,2590000.0000,put,750.0000,765.0000,760.0000,107620.0000,-0.0400,0.3593,0.0001,-17.7000,117.0944,1.1792,0.0000,760.0000,1.1792
1567575720100000000,11:12:00.100000000,2686772.0690,2600000.0000,call,88185.0000,89160.0000,87980.0000,2880.0000,0.9400,0.3707,0.0002,-31.6000,175.4040,1.1792,86772.0690,1207.9310,1.1792
1567575720100000000,11:12:00.100000000,2686772.0690,2600000.0000,put,1085.0000,1090.0000,1085.0000,443980.0000,-0.0500,0.3519,0.0002,-22.7000,153.2878,1.1792,0.0000,1085.0000,1.1792
1567575720100000000,11:12:00.100000000,2686772.0690,2610000.0000,call,77130.0000,80390.0000,81035.0000,20.0000,0.9300,0.3409,0.0002,-32.0000,193.0894,1.1792,76772.0690,4262.9310,1.1792
